#PY	PYTONE	WG	YALE	GI	BPMF	GR	FR	TY
sha3	shǎ	sha3	sha3	sha3	ㄕㄚˇ	shaa	cha3	sha3
sha4	shà	sha4	sha4	sha4	ㄕㄚˋ	shah	cha4	sha4
shai,shai0,shai5	shai	shai,shai0,shai5	shai,shai0,shai5	shai,shai0,shai5	ㄕㄞ˙,ㄕㄞ	.shai	chai,chai0,chai5	shai
shai1	shāi	shai1	shai1	shai1	ㄕㄞˉ	shai	chai1	shai1
shai2	shái	shai2	shai2	shai2	ㄕㄞˊ	shair	chai2	shai2
shai3	shǎi	shai3	shai3	shai3	ㄕㄞˇ	shae	chai3	shai3
shai4	shài	shai4	shai4	shai4	ㄕㄞˋ	shay	chai4	shai4
shan,shan0,shan5	shan	shan,shan0,shan5	shan,shan0,shan5	shan,shan0,shan5	ㄕㄢ˙,ㄕㄢ	.shan	chan,chan0,chan5	shan
shan1	shān	shan1	shan1	shan1	ㄕㄢˉ	shan	chan1	shan1
shan2	shán	shan2	shan2	shan2	ㄕㄢˊ	sharn	chan2	shan2
shan3	shǎn	shan3	shan3	shan3	ㄕㄢˇ	shaan	chan3	shan3
shan4	shàn	shan4	shan4	shan4	ㄕㄢˋ	shann	chan4	shan4
shang,shang0,shang5	shang	shang,shang0,shang5	shang,shang0,shang5	shang,shang0,shang5	ㄕㄤ˙,ㄕㄤ	.shang	chang,chang0,chang5	shang
shang1	shāng	shang1	shang1	shang1	ㄕㄤˉ	shang	chang1	shang1
shang2	sháng	shang2	shang2	shang2	ㄕㄤˊ	sharng	chang2	shang2
shang3	shǎng	shang3	shang3	shang3	ㄕㄤˇ	shaang	chang3	shang3
shang4	shàng	shang4	shang4	shang4	ㄕㄤˋ	shanq	chang4	shang4
shao,shao0,shao5	shao	shao,shao0,shao5	shau,shau0,shau5	shau,shau0,shau5	ㄕㄠ˙,ㄕㄠ	.shau	chao,chao0,chao5	shao
shao1	shāo	shao1	shau1	shau1	ㄕㄠˉ	shau	chao1	shao1
shao2	sháo	shao2	shau2	shau2	ㄕㄠˊ	shaur	chao2	shao2
shao3	shǎo	shao3	shau3	shau3	ㄕㄠˇ	shao	chao3	shao3
shao4	shào	shao4	shau4	shau4	ㄕㄠˋ	shaw	chao4	shao4
she,she0,she5	she	she,she0,she5,shê,shê0,shê5	she,she0,she5	she,she0,she5	ㄕㄜ˙,ㄕㄜ	.she	chö,chö0,chö5	she
she1	shē	she1,shê1	she1	she1	ㄕㄜˉ	she	chö1	she1
she2	shé	she2,shê2	she2	she2	ㄕㄜˊ	sher	chö2	she2
she3	shě	she3,shê3	she3	she3	ㄕㄜˇ	shee	chö3	she3
she4	shè	she4,shê4	she4	she4	ㄕㄜˋ	sheh	chö4	she4
shei,shei0,shei5	shei	shei,shei0,shei5	shei,shei0,shei5	shei,shei0,shei5	ㄕㄟ˙,ㄕㄟ	.shei	chei,chei0,chei5	shei
shei1	shēi	shei1	shei1	shei1	ㄕㄟˉ	shei	chei1	shei1
shei2	shéi	shei2	shei2	shei2	ㄕㄟˊ	sheir	chei2	shei2
shei3	shěi	shei3	shei3	shei3	ㄕㄟˇ	sheei	chei3	shei3
shei4	shèi	shei4	shei4	shei4	ㄕㄟˋ	shey	chei4	shei4
shen,shen0,shen5	shen	shen,shen0,shen5,shên,shên0,shên5	shen,shen0,shen5	shen,shen0,shen5	ㄕㄣ˙,ㄕㄣ	.shen	chen,chen0,chen5	shen
shen1	shēn	shen1,shên1	shen1	shen1	ㄕㄣˉ	shen	chen1	shen1
shen2	shén	shen2,shên2	shen2	shen2	ㄕㄣˊ	shern	chen2	shen2
shen3	shěn	shen3,shên3	shen3	shen3	ㄕㄣˇ	sheen	chen3	shen3
shen4	shèn	shen4,shên4	shen4	shen4	ㄕㄣˋ	shenn	chen4	shen4
sheng,sheng0,sheng5	sheng	sheng,sheng0,sheng5,shêng,shêng0,shêng5	sheng,sheng0,sheng5	sheng,sheng0,sheng5	ㄕㄥ˙,ㄕㄥ	.sheng	cheng,cheng0,cheng5	sheng
sheng1	shēng	sheng1,shêng1	sheng1	sheng1	ㄕㄥˉ	sheng	cheng1	sheng1
sheng2	shéng	sheng2,shêng2	sheng2	sheng2	ㄕㄥˊ	sherng	cheng2	sheng2
sheng3	shěng	sheng3,shêng3	sheng3	sheng3	ㄕㄥˇ	sheeng	cheng3	sheng3
sheng4	shèng	sheng4,shêng4	sheng4	sheng4	ㄕㄥˋ	shenq	cheng4	sheng4
shi,shi0,shi5	shi	shih,shih0,shih5	shr,shr0,shr5	shi,shi0,shi5	ㄕ˙,ㄕ	.shy	che,che0,che5	shih
shi1	shī	shih1	shr1	shi1	ㄕˉ	shy	che1	shih1
shi2	shí	shih2	shr2	shi2	ㄕˊ	shyr	che2	shih2
shi3	shǐ	shih3	shr3	shi3	ㄕˇ	shyy	che3	shih3
shi4	shì	shih4	shr4	shi4	ㄕˋ	shyh	che4	shih4
shou,shou0,shou5	shou	shou,shou0,shou5	shou,shou0,shou5	shou,shou0,shou5	ㄕㄡ˙,ㄕㄡ	.shou	cheou,cheou0,cheou5	shou
shou1	shōu	shou1	shou1	shou1	ㄕㄡˉ	shou	cheou1	shou1
shou2	shóu	shou2	shou2	shou2	ㄕㄡˊ	shour	cheou2	shou2
shou3	shǒu	shou3	shou3	shou3	ㄕㄡˇ	shoou	cheou3	shou3
shou4	shòu	shou4	shou4	shou4	ㄕㄡˋ	show	cheou4	shou4
shu,shu0,shu5	shu	shu,shu0,shu5	shu,shu0,shu5	shu,shu0,shu5	ㄕㄨ˙,ㄕㄨ	.shu	chou,chou0,chou5	shu
shu1	shū	shu1	shu1	shu1	ㄕㄨˉ	shu	chou1	shu1
shu2	shú	shu2	shu2	shu2	ㄕㄨˊ	shwu	chou2	shu2
shu3	shǔ	shu3	shu3	shu3	ㄕㄨˇ	shuu	chou3	shu3
shu4	shù	shu4	shu4	shu4	ㄕㄨˋ	shuh	chou4	shu4
shua,shua0,shua5	shua	shua,shua0,shua5	shwa,shwa0,shwa5	shua,shua0,shua5	ㄕㄨㄚ˙,ㄕㄨㄚ	.shua	choua,choua0,choua5	shua
shua1	shuā	shua1	shwa1	shua1	ㄕㄨㄚˉ	shua	choua1	shua1
shua2	shuá	shua2	shwa2	shua2	ㄕㄨㄚˊ	shwa	choua2	shua2
shua3	shuǎ	shua3	shwa3	shua3	ㄕㄨㄚˇ	shoa	choua3	shua3
shua4	shuà	shua4	shwa4	shua4	ㄕㄨㄚˋ	shuah	choua4	shua4
shuai,shuai0,shuai5	shuai	shuai,shuai0,shuai5	shwai,shwai0,shwai5	shuai,shuai0,shuai5	ㄕㄨㄞ˙,ㄕㄨㄞ	.shuai	chouai,chouai0,chouai5	shuai
shuai1	shuāi	shuai1	shwai1	shuai1	ㄕㄨㄞˉ	shuai	chouai1	shuai1
shuai2	shuái	shuai2	shwai2	shuai2	ㄕㄨㄞˊ	shwai	chouai2	shuai2
shuai3	shuǎi	shuai3	shwai3	shuai3	ㄕㄨㄞˇ	shoai	chouai3	shuai3
shuai4	shuài	shuai4	shwai4	shuai4	ㄕㄨㄞˋ	shuay	chouai4	shuai4
shuan,shuan0,shuan5	shuan	shuan,shuan0,shuan5	shwan,shwan0,shwan5	shuan,shuan0,shuan5	ㄕㄨㄢ˙,ㄕㄨㄢ	.shuan	chouan,chouan0,chouan5	shuan
shuan1	shuān	shuan1	shwan1	shuan1	ㄕㄨㄢˉ	shuan	chouan1	shuan1
shuan2	shuán	shuan2	shwan2	shuan2	ㄕㄨㄢˊ	shwan	chouan2	shuan2
shuan3	shuǎn	shuan3	shwan3	shuan3	ㄕㄨㄢˇ	shoan	chouan3	shuan3
shuan4	shuàn	shuan4	shwan4	shuan4	ㄕㄨㄢˋ	shuann	chouan4	shuan4
shuang,shuang0,shuang5	shuang	shuang,shuang0,shuang5	shwang,shwang0,shwang5	shuang,shuang0,shuang5	ㄕㄨㄤ˙,ㄕㄨㄤ	.shuang	chouang,chouang0,chouang5	shuang
shuang1	shuāng	shuang1	shwang1	shuang1	ㄕㄨㄤˉ	shuang	chouang1	shuang1
shuang2	shuáng	shuang2	shwang2	shuang2	ㄕㄨㄤˊ	shwang	chouang2	shuang2
shuang3	shuǎng	shuang3	shwang3	shuang3	ㄕㄨㄤˇ	shoang	chouang3	shuang3
shuang4	shuàng	shuang4	shwang4	shuang4	ㄕㄨㄤˋ	shuanq	chouang4	shuang4
shui,shui0,shui5	shui	shui,shui0,shui5	shwei,shwei0,shwei5	shuei,shuei0,shuei5	ㄕㄨㄟ˙,ㄕㄨㄟ	.shuei	chouei,chouei0,chouei5	shuei
shui1	shuī	shui1	shwei1	shuei1	ㄕㄨㄟˉ	shuei	chouei1	shuei1
shui2	shuí	shui2	shwei2	shuei2	ㄕㄨㄟˊ	shwei	chouei2	shuei2
shui3	shuǐ	shui3	shwei3	shuei3	ㄕㄨㄟˇ	shoei	chouei3	shuei3
shui4	shuì	shui4	shwei4	shuei4	ㄕㄨㄟˋ	shuey	chouei4	shuei4
shun,shun0,shun5	shun	shun,shun0,shun5	shwun,shwun0,shwun5	shuen,shuen0,shuen5	ㄕㄨㄣ˙,ㄕㄨㄣ	.shuen	chouen,chouen0,chouen5	shun
shun1	shūn	shun1	shwun1	shuen1	ㄕㄨㄣˉ	shuen	chouen1	shun1
shun2	shún	shun2	shwun2	shuen2	ㄕㄨㄣˊ	shwen	chouen2	shun2
shun3	shǔn	shun3	shwun3	shuen3	ㄕㄨㄣˇ	shoen	chouen3	shun3
shun4	shùn	shun4	shwun4	shuen4	ㄕㄨㄣˋ	shuenn	chouen4	shun4
shuo,shuo0,shuo5	shuo	shuo,shuo0,shuo5	shwo,shwo0,shwo5	shuo,shuo0,shuo5	ㄕㄨㄛ˙,ㄕㄨㄛ	.shuo	chouo,chouo0,chouo5	shuo
shuo1	shuō	shuo1	shwo1	shuo1	ㄕㄨㄛˉ	shuo	chouo1	shuo1
shuo2	shuó	shuo2	shwo2	shuo2	ㄕㄨㄛˊ	shwo	chouo2	shuo2
shuo3	shuǒ	shuo3	shwo3	shuo3	ㄕㄨㄛˇ	shuoo	chouo3	shuo3
shuo4	shuò	shuo4	shwo4	shuo4	ㄕㄨㄛˋ	shuoh	chouo4	shuo4
ta,ta0,ta5	ta	t'a,t'a0,t'a5	ta,ta0,ta5	ta,ta0,ta5	ㄊㄚ˙,ㄊㄚ	.ta	t'a,t'a0,t'a5	ta
ta1	tā	t'a1	ta1	ta1	ㄊㄚˉ	ta	t'a1	ta1
ta2	tá	t'a2	ta2	ta2	ㄊㄚˊ	tar	t'a2	ta2
ta3	tǎ	t'a3	ta3	ta3	ㄊㄚˇ	taa	t'a3	ta3
ta4	tà	t'a4	ta4	ta4	ㄊㄚˋ	tah	t'a4	ta4
tai,tai0,tai5	tai	t'ai,t'ai0,t'ai5	tai,tai0,tai5	tai,tai0,tai5	ㄊㄞ˙,ㄊㄞ	.tai	t'ai,t'ai0,t'ai5	tai
tai1	tāi	t'ai1	tai1	tai1	ㄊㄞˉ	tai	t'ai1	tai1
tai2	tái	t'ai2	tai2	tai2	ㄊㄞˊ	tair	t'ai2	tai2
tai3	tǎi	t'ai3	tai3	tai3	ㄊㄞˇ	taai	t'ai3	tai3
tai4	tài	t'ai4	tai4	tai4	ㄊㄞˋ	tay	t'ai4	tai4
tan,tan0,tan5	tan	t'an,t'an0,t'an5	tan,tan0,tan5	tan,tan0,tan5	ㄊㄢ˙,ㄊㄢ	.tan	t'an,t'an0,t'an5	tan
tan1	tān	t'an1	tan1	tan1	ㄊㄢˉ	tan	t'an1	tan1
tan2	tán	t'an2	tan2	tan2	ㄊㄢˊ	tarn	t'an2	tan2
tan3	tǎn	t'an3	tan3	tan3	ㄊㄢˇ	taan	t'an3	tan3
tan4	tàn	t'an4	tan4	tan4	ㄊㄢˋ	tann	t'an4	tan4
tang,tang0,tang5	tang	t'ang,t'ang0,t'ang5	tang,tang0,tang5	tang,tang0,tang5	ㄊㄤ˙,ㄊㄤ	.tang	t'ang,t'ang0,t'ang5	tang
tang1	tāng	t'ang1	tang1	tang1	ㄊㄤˉ	tang	t'ang1	tang1
tang2	táng	t'ang2	tang2	tang2	ㄊㄤˊ	tarng	t'ang2	tang2
tang3	tǎng	t'ang3	tang3	tang3	ㄊㄤˇ	taang	t'ang3	tang3
tang4	tàng	t'ang4	tang4	tang4	ㄊㄤˋ	tanq	t'ang4	tang4
tao,tao0,tao5	tao	t'ao,t'ao0,t'ao5	tau,tau0,tau5	tau,tau0,tau5	ㄊㄠ˙,ㄊㄠ	.tau	t'ao,t'ao0,t'ao5	tao
tao1	tāo	t'ao1	tau1	tau1	ㄊㄠˉ	tau	t'ao1	tao1
tao2	táo	t'ao2	tau2	tau2	ㄊㄠˊ	taur	t'ao2	tao2
tao3	tǎo	t'ao3	tau3	tau3	ㄊㄠˇ	tao	t'ao3	tao3
tao4	tào	t'ao4	tau4	tau4	ㄊㄠˋ	taw	t'ao4	tao4
te,te0,te5	te	t'e,t'e0,t'e5,t'ê,t'ê0,t'ê5	te,te0,te5	te,te0,te5	ㄊㄜ˙,ㄊㄜ	.te	t'ö,t'ö0,t'ö5	te
te1	tē	t'e1,t'ê1	te1	te1	ㄊㄜˉ	te	t'ö1	te1
te2	té	t'e2,t'ê2	te2	te2	ㄊㄜˊ	ter	t'ö2	te2
te3	tě	t'e3,t'ê3	te3	te3	ㄊㄜˇ	tee	t'ö3	te3
te4	tè	t'e4,t'ê4	te4	te4	ㄊㄜˋ	teh	t'ö4	te4
teng,teng0,teng5	teng	t'eng,t'eng0,t'eng5,t'êng,t'êng0,t'êng5	teng,teng0,teng5	teng,teng0,teng5	ㄊㄥ˙,ㄊㄥ	.teng	t'eng,t'eng0,t'eng5	teng
teng1	tēng	t'eng1,t'êng1	teng1	teng1	ㄊㄥˉ	teng	t'eng1	teng1
teng2	téng	t'eng2,t'êng2	teng2	teng2	ㄊㄥˊ	terng	t'eng2	teng2
teng3	těng	t'eng3,t'êng3	teng3	teng3	ㄊㄥˇ	teeng	t'eng3	teng3
teng4	tèng	t'eng4,t'êng4	teng4	teng4	ㄊㄥˋ	tenq	t'eng4	teng4
ti,ti0,ti5	ti	t'i,t'i0,t'i5	ti,ti0,ti5	ti,ti0,ti5	ㄊ一˙,ㄊ一	.ti	t'i,t'i0,t'i5	ti
ti1	tī	t'i1	ti1	ti1	ㄊ一ˉ	ti	t'i1	ti1
ti2	tí	t'i2	ti2	ti2	ㄊ一ˊ	tyi	t'i2	ti2
ti3	tǐ	t'i3	ti3	ti3	ㄊ一ˇ	tii	t'i3	ti3
ti4	tì	t'i4	ti4	ti4	ㄊ一ˋ	tih	t'i4	ti4
tian,tian0,tian5	tian	t'ien,t'ien0,t'ien5	tyan,tyan0,tyan5	tian,tian0,tian5	ㄊ一ㄢ˙,ㄊ一ㄢ	.tian	t'ien,t'ien0,t'ien5	tian
tian1	tiān	t'ien1	tyan1	tian1	ㄊ一ㄢˉ	tian	t'ien1	tian1
tian2	tián	t'ien2	tyan2	tian2	ㄊ一ㄢˊ	tyan	t'ien2	tian2
tian3	tiǎn	t'ien3	tyan3	tian3	ㄊ一ㄢˇ	tean	t'ien3	tian3
tian4	tiàn	t'ien4	tyan4	tian4	ㄊ一ㄢˋ	tiann	t'ien4	tian4
tiao,tiao0,tiao5	tiao	t'iao,t'iao0,t'iao5	tyau,tyau0,tyau5	tiau,tiau0,tiau5	ㄊ一ㄠ˙,ㄊ一ㄠ	.tiau	t'iao,t'iao0,t'iao5	tiao
tiao1	tiāo	t'iao1	tyau1	tiau1	ㄊ一ㄠˉ	tiau	t'iao1	tiao1
tiao2	tiáo	t'iao2	tyau2	tiau2	ㄊ一ㄠˊ	tyau	t'iao2	tiao2
tiao3	tiǎo	t'iao3	tyau3	tiau3	ㄊ一ㄠˇ	teau	t'iao3	tiao3
tiao4	tiào	t'iao4	tyau4	tiau4	ㄊ一ㄠˋ	tiaw	t'iao4	tiao4
tie,tie0,tie5	tie	t'ieh,t'ieh0,t'ieh5	tye,tye0,tye5	tie,tie0,tie5	ㄊ一ㄝ˙,ㄊ一ㄝ	.tie	t'ie,t'ie0,t'ie5	tie
tie1	tiē	t'ieh1	tye1	tie1	ㄊ一ㄝˉ	tie	t'ie1	tie1
tie2	tié	t'ieh2	tye2	tie2	ㄊ一ㄝˊ	tye	t'ie2	tie2
tie3	tiě	t'ieh3	tye3	tie3	ㄊ一ㄝˇ	tiee	t'ie3	tie3
tie4	tiè	t'ieh4	tye4	tie4	ㄊ一ㄝˋ	tieh	t'ie4	tie4
ting,ting0,ting5	ting	t'ing,t'ing0,t'ing5	ting,ting0,ting5	ting,ting0,ting5	ㄊ一ㄥ˙,ㄊ一ㄥ	.ting	t'ing,t'ing0,t'ing5	ting
ting1	tīng	t'ing1	ting1	ting1	ㄊ一ㄥˉ	ting	t'ing1	ting1
ting2	tíng	t'ing2	ting2	ting2	ㄊ一ㄥˊ	tyng	t'ing2	ting2
ting3	tǐng	t'ing3	ting3	ting3	ㄊ一ㄥˇ	tiing	t'ing3	ting3
ting4	tìng	t'ing4	ting4	ting4	ㄊ一ㄥˋ	tinq	t'ing4	ting4
tong,tong0,tong5	tong	t'ung,t'ung0,t'ung5	tung,tung0,tung5	tong,tong0,tong5	ㄊㄨㄥ˙,ㄊㄨㄥ	.tong	t'ong,t'ong0,t'ong5	tong
tong1	tōng	t'ung1	tung1	tong1	ㄊㄨㄥˉ	tong	t'ong1	tong1
tong2	tóng	t'ung2	tung2	tong2	ㄊㄨㄥˊ	torng	t'ong2	tong2
tong3	tǒng	t'ung3	tung3	tong3	ㄊㄨㄥˇ	toong	t'ong3	tong3
tong4	tòng	t'ung4	tung4	tong4	ㄊㄨㄥˋ	tonq	t'ong4	tong4
tou,tou0,tou5	tou	t'ou,t'ou0,t'ou5	tou,tou0,tou5	tou,tou0,tou5	ㄊㄡ˙,ㄊㄡ	.tou	t'eou,t'eou0,t'eou5	tou
tou1	tōu	t'ou1	tou1	tou1	ㄊㄡˉ	tou	t'eou1	tou1
tou2	tóu	t'ou2	tou2	tou2	ㄊㄡˊ	tour	t'eou2	tou2
tou3	tǒu	t'ou3	tou3	tou3	ㄊㄡˇ	toou	t'eou3	tou3
tou4	tòu	t'ou4	tou4	tou4	ㄊㄡˋ	tow	t'eou4	tou4
tu,tu0,tu5	tu	t'u,t'u0,t'u5	tu,tu0,tu5	tu,tu0,tu5	ㄊㄨ˙,ㄊㄨ	.tu	t'ou,t'ou0,t'ou5	tu
tu1	tū	t'u1	tu1	tu1	ㄊㄨˉ	tu	t'ou1	tu1
tu2	tú	t'u2	tu2	tu2	ㄊㄨˊ	twu	t'ou2	tu2
tu3	tǔ	t'u3	tu3	tu3	ㄊㄨˇ	tuu	t'ou3	tu3
tu4	tù	t'u4	tu4	tu4	ㄊㄨˋ	tuh	t'ou4	tu4
tuan,tuan0,tuan5	tuan	t'uan,t'uan0,t'uan5	twan,twan0,twan5	tuan,tuan0,tuan5	ㄊㄨㄢ˙,ㄊㄨㄢ	.tuan	t'ouan,t'ouan0,t'ouan5	tuan
tuan1	tuān	t'uan1	twan1	tuan1	ㄊㄨㄢˉ	tuan	t'ouan1	tuan1
tuan2	tuán	t'uan2	twan2	tuan2	ㄊㄨㄢˊ	twan	t'ouan2	tuan2
tuan3	tuǎn	t'uan3	twan3	tuan3	ㄊㄨㄢˇ	toan	t'ouan3	tuan3
tuan4	tuàn	t'uan4	twan4	tuan4	ㄊㄨㄢˋ	tuann	t'ouan4	tuan4
tui,tui0,tui5	tui	t'ui,t'ui0,t'ui5	twei,twei0,twei5	tuei,tuei0,tuei5	ㄊㄨㄟ˙,ㄊㄨㄟ	.tuei	t'ouei,t'ouei0,t'ouei5	tuei
tui1	tuī	t'ui1	twei1	tuei1	ㄊㄨㄟˉ	tuei	t'ouei1	tuei1
tui2	tuí	t'ui2	twei2	tuei2	ㄊㄨㄟˊ	twei	t'ouei2	tuei2
tui3	tuǐ	t'ui3	twei3	tuei3	ㄊㄨㄟˇ	toei	t'ouei3	tuei3
tui4	tuì	t'ui4	twei4	tuei4	ㄊㄨㄟˋ	tuey	t'ouei4	tuei4
tun,tun0,tun5	tun	t'un,t'un0,t'un5	twun,twun0,twun5	tuen,tuen0,tuen5	ㄊㄨㄣ˙,ㄊㄨㄣ	.tuen	t'ouen,t'ouen0,t'ouen5	tun
tun1	tūn	t'un1	twun1	tuen1	ㄊㄨㄣˉ	tuen	t'ouen1	tun1
tun2	tún	t'un2	twun2	tuen2	ㄊㄨㄣˊ	twen	t'ouen2	tun2
tun3	tǔn	t'un3	twun3	tuen3	ㄊㄨㄣˇ	toen	t'ouen3	tun3
tun4	tùn	t'un4	twun4	tuen4	ㄊㄨㄣˋ	tuenn	t'ouen4	tun4
tuo,tuo0,tuo5	tuo	t'o,t'o0,t'o5	two,two0,two5	tuo,tuo0,tuo5	ㄊㄨㄛ˙,ㄊㄨㄛ	.tuo	t'o,t'o0,t'o5	tuo
tuo1	tuō	t'o1	two1	tuo1	ㄊㄨㄛˉ	tuo	t'o1	tuo1
tuo2	tuó	t'o2	two2	tuo2	ㄊㄨㄛˊ	two	t'o2	tuo2
tuo3	tuǒ	t'o3	two3	tuo3	ㄊㄨㄛˇ	tuoo	t'o3	tuo3
tuo4	tuò	t'o4	two4	tuo4	ㄊㄨㄛˋ	tuoh	t'o4	tuo4
wa,wa0,wa5	wa	wa,wa0,wa5	wa,wa0,wa5	wa,wa0,wa5	ㄨㄚ˙,ㄨㄚ	.ua	wa,wa0,wa5	wa
wa1	wā	wa1	wa1	wa1	ㄨㄚˉ	ua	wa1	wa1
wa2	wá	wa2	wa2	wa2	ㄨㄚˊ	wa	wa2	wa2
wa3	wǎ	wa3	wa3	wa3	ㄨㄚˇ	waa	wa3	wa3
wa4	wà	wa4	wa4	wa4	ㄨㄚˋ	wah	wa4	wa4
wai,wai0,wai5	wai	wai,wai0,wai5	wai,wai0,wai5	wai,wai0,wai5	ㄨㄞ˙,ㄨㄞ	.uai	wai,wai0,wai5	wai
wai1	wāi	wai1	wai1	wai1	ㄨㄞˉ	uai	wai1	wai1
wai2	wái	wai2	wai2	wai2	ㄨㄞˊ	wai	wai2	wai2
wai3	wǎi	wai3	wai3	wai3	ㄨㄞˇ	woai	wai3	wai3
wai4	wài	wai4	wai4	wai4	ㄨㄞˋ	way	wai4	wai4
wan,wan0,wan5	wan	wan,wan0,wan5	wan,wan0,wan5	wan,wan0,wan5	ㄨㄢ˙,ㄨㄢ	.uan	wan,wan0,wan5	wan
wan1	wān	wan1	wan1	wan1	ㄨㄢˉ	uan	wan1	wan1
wan2	wán	wan2	wan2	wan2	ㄨㄢˊ	wan	wan2	wan2
wan3	wǎn	wan3	wan3	wan3	ㄨㄢˇ	woan	wan3	wan3
wan4	wàn	wan4	wan4	wan4	ㄨㄢˋ	wann	wan4	wan4
wang,wang0,wang5	wang	wang,wang0,wang5	wang,wang0,wang5	wang,wang0,wang5	ㄨㄤ˙,ㄨㄤ	.uang	wang,wang0,wang5	wang
wang1	wāng	wang1	wang1	wang1	ㄨㄤˉ	uang	wang1	wang1
wang2	wáng	wang2	wang2	wang2	ㄨㄤˊ	wang	wang2	wang2
wang3	wǎng	wang3	wang3	wang3	ㄨㄤˇ	woang	wang3	wang3
wang4	wàng	wang4	wang4	wang4	ㄨㄤˋ	wanq	wang4	wang4
wei,wei0,wei5	wei	wei,wei0,wei5,wêi,wêi0,wêi5	wei,wei0,wei5	wei,wei0,wei5	ㄨㄟ˙,ㄨㄟ	.uei	wei,wei0,wei5	wei
wei1	wēi	wei1,wêi1	wei1	wei1	ㄨㄟˉ	uei	wei1	wei1
wei2	wéi	wei2,wêi2	wei2	wei2	ㄨㄟˊ	wei	wei2	wei2
wei3	wěi	wei3,wêi3	wei3	wei3	ㄨㄟˇ	woei	wei3	wei3
wei4	wèi	wei4,wêi4	wei4	wei4	ㄨㄟˋ	wey	wei4	wei4
wen,wen0,wen5	wen	wen,wen0,wen5,wên,wên0,wên5	wen,wen0,wen5	wen,wen0,wen5	ㄨㄣ˙,ㄨㄣ	.uen	wen,wen0,wen5	wun
wen1	wēn	wen1,wên1	wen1	wen1	ㄨㄣˉ	uen	wen1	wun1
wen2	wén	wen2,wên2	wen2	wen2	ㄨㄣˊ	wen	wen2	wun2
wen3	wěn	wen3,wên3	wen3	wen3	ㄨㄣˇ	woen	wen3	wun3
wen4	wèn	wen4,wên4	wen4	wen4	ㄨㄣˋ	wenn	wen4	wun4
weng,weng0,weng5	weng	weng,weng0,weng5,wêng,wêng0,wêng5	weng,weng0,weng5	weng,weng0,weng5	ㄨㄥ˙,ㄨㄥ	.ueng	wong,wong0,wong5	wung
weng1	wēng	weng1,wêng1	weng1	weng1	ㄨㄥˉ	ueng	wong1	wong1
weng2	wéng	weng2,wêng2	weng2	weng2	ㄨㄥˊ	weng	wong2	wong2
weng3	wěng	weng3,wêng3	weng3	weng3	ㄨㄥˇ	woeng	wong3	wong3
weng4	wèng	weng4,wêng4	weng4	weng4	ㄨㄥˋ	wenq	wong4	wong4
wo,wo0,wo5	wo	wo,wo0,wo5	wo,wo0,wo5	wo,wo0,wo5	ㄨㄛ˙,ㄨㄛ	.uo	wo,wo0,wo5	wo
wo1	wō	wo1	wo1	wo1	ㄨㄛˉ	uo	wo1	wo1
wo2	wó	wo2	wo2	wo2	ㄨㄛˊ	wo	wo2	wo2
wo3	wǒ	wo3	wo3	wo3	ㄨㄛˇ	woo	wo3	wo3
wo4	wò	wo4	wo4	wo4	ㄨㄛˋ	woh	wo4	wo4
wu,wu0,wu5	wu	wu,wu0,wu5	wu,wu0,wu5	wu,wu0,wu5	ㄨ˙,ㄨ	.u	wou,wou0,wou5	wu
wu1	wū	wu1	wu1	wu1	ㄨˉ	u	wou1	wu1
wu2	wú	wu2	wu2	wu2	ㄨˊ	wu	wou2	wu2
wu3	wǔ	wu3	wu3	wu3	ㄨˇ	wuu	wou3	wu3
wu4	wù	wu4	wu4	wu4	ㄨˋ	wuh	wou4	wu4
xi,xi0,xi5	xi	hsi,hsi0,hsi5	syi,syi0,syi5	shi,shi0,shi5	ㄒ一˙,ㄒ一	.shi	hi,hi0,hi5,si,si0,si5	si
xi1	xī	hsi1	syi1	shi1	ㄒ一ˉ	shi	hi1,si1	si1
xi2	xí	hsi2	syi2	shi2	ㄒ一ˊ	shyi	hi2,si2	si2
xi3	xǐ	hsi3	syi3	shi3	ㄒ一ˇ	shii	hi3,si3	si3
xi4	xì	hsi4	syi4	shi4	ㄒ一ˋ	shih	hi4,si4	si4
xia,xia0,xia5	xia	hsia,hsia0,hsia5	sya,sya0,sya5	shia,shia0,shia5	ㄒ一ㄚ˙,ㄒ一ㄚ	.shia	hia,hia0,hia5	sia
xia1	xiā	hsia1	sya1	shia1	ㄒ一ㄚˉ	shia	hia1	sia1
xia2	xiá	hsia2	sya2	shia2	ㄒ一ㄚˊ	shya	hia2	sia2
xia3	xiǎ	hsia3	sya3	shia3	ㄒ一ㄚˇ	shea	hia3	sia3
xia4	xià	hsia4	sya4	shia4	ㄒ一ㄚˋ	shiah	hia4	sia4
xian,xian0,xian5	xian	hsien,hsien0,hsien5	syan,syan0,syan5	shian,shian0,shian5	ㄒ一ㄢ˙,ㄒ一ㄢ	.shian	hien,hien0,hien5,sien,sien0,sien5	sian
xian1	xiān	hsien1	syan1	shian1	ㄒ一ㄢˉ	shian	hien1,sien1	sian1
xian2	xián	hsien2	syan2	shian2	ㄒ一ㄢˊ	shyan	hien2,sien2	sian2
xian3	xiǎn	hsien3	syan3	shian3	ㄒ一ㄢˇ	shean	hien3,sien3	sian3
xian4	xiàn	hsien4	syan4	shian4	ㄒ一ㄢˋ	shiann	hien4,sien4	sian4
